Student ID,Session ID,Date,EEG Data (PSD Features),Engagement Level,Attention Level,Internet Connectivity,Adaptivity Level,Learning Mode Prediction,Performance Metrics
7085,154,2025-01-18,"[0.17640768821142805, 0.6326087293644527, 0.35051944122024736]",Low,Moderate,Low (Mobile),Moderate,Visual Learner,72
7086,127,2025-01-30,"[0.057806502331140264, 0.3843353964019278, 0.5562399361193159]",High,Moderate,High (Mobile/Wi-Fi),Moderate,Visual Learner,89
7087,165,2025-01-29,"[0.9519704898944449, 0.07342209474100048, 0.8530954370256835]",Moderate,High,Moderate (Wi-Fi),High,Visual Learner,96
7088,150,2025-01-28,"[0.313669103115232, 0.7490443526609515, 0.31409804537956065]",High,Low,Moderate (Wi-Fi),Moderate,Auditory Learner,68
7089,148,2025-01-14,"[0.5957014334350571, 0.6207184704883106, 0.9484835406381115]",High,Moderate,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,77
7090,102,2025-01-09,"[0.45865822595310546, 0.6077920301770371, 0.3322998855352256]",High,Low,Low (Mobile),Low,Auditory Learner,59
7091,154,2025-01-09,"[0.9464456721734464, 0.8983519784362161, 0.38101882923536756]",Moderate,Low,Low (Mobile),Moderate,Auditory Learner,50
7092,183,2025-01-14,"[0.3965441945427396, 0.5957127790724759, 0.3581900028672743]",High,High,Moderate (Wi-Fi),Moderate,Visual Learner,83
7093,129,2025-01-10,"[0.5397873734157405, 0.8190283132321537, 0.2695738316218548]",Moderate,Low,Moderate (Wi-Fi),Low,Visual Learner,64
7094,102,2025-01-14,"[0.8952995344629916, 0.2441130507923147, 0.18209670433239278]",Moderate,Low,Low (Mobile),High,Auditory Learner,51
7095,155,2025-01-13,"[0.7343832885132564, 0.831577296352292, 0.4500362414296727]",High,High,High (Mobile/Wi-Fi),Low,Auditory Learner,77
7096,139,2025-01-27,"[0.7483314033152766, 0.015012258478107277, 0.6849017458827766]",Low,High,Moderate (Wi-Fi),Low,Visual Learner,63
7097,169,2025-01-15,"[0.451311935429086, 0.8770361957919369, 0.39208796670149426]",High,Low,Low (Mobile),Low,Kinesthetic Learner,83
7098,191,2025-01-09,"[0.8790941490070084, 0.8622716679687735, 0.5304869717888606]",High,Low,Low (Mobile),Low,Visual Learner,78
7099,176,2025-01-05,"[0.7406434208794294, 0.9545148489550906, 0.34508654777383574]",High,High,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,82
7100,114,2025-01-07,"[0.630931760844559, 0.677659862936842, 0.06101192763375751]",High,High,Low (Mobile),Low,Auditory Learner,72
7101,122,2025-01-01,"[0.1654595271155047, 0.12775658133166345, 0.3304220345352832]",Moderate,Moderate,Moderate (Wi-Fi),Moderate,Visual Learner,75
7102,164,2025-01-23,"[0.6789468793912992, 0.04265527191065399, 0.29071510956717206]",Moderate,High,Low (Mobile),Moderate,Auditory Learner,86
7103,102,2025-01-17,"[0.7320335084987327, 0.27509148220912627, 0.7921869583135097]",Low,High,High (Mobile/Wi-Fi),Low,Auditory Learner,58
7104,192,2025-01-20,"[0.5890209351692889, 0.9228281344544832, 0.11878055111448793]",Moderate,Moderate,High (Mobile/Wi-Fi),Low,Auditory Learner,67
7105,182,2025-01-07,"[0.3411922937784664, 0.5208188297425005, 0.5751068937040732]",Low,Moderate,High (Mobile/Wi-Fi),Moderate,Visual Learner,59
7106,153,2025-01-01,"[0.22439387104524466, 0.7291709566906655, 0.44385711780094306]",Moderate,High,Low (Mobile),High,Kinesthetic Learner,81
7107,107,2025-01-06,"[0.4352005337515278, 0.6406764640799413, 0.6369351120668262]",Low,High,Low (Mobile),High,Kinesthetic Learner,75
7108,177,2025-01-24,"[0.5158097133228894, 0.4458273305505942, 0.7530785168722166]",Low,Low,High (Mobile/Wi-Fi),Low,Visual Learner,93
7109,171,2025-01-19,"[0.5649488359434816, 0.6410733266229758, 0.8710491528455345]",Low,Moderate,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,91
7110,132,2025-01-28,"[0.7122619538518505, 0.9410281809337402, 0.8102015939792663]",High,High,Low (Mobile),Low,Auditory Learner,72
7111,147,2025-01-17,"[0.13597949627873696, 0.01075333732996342, 0.09138092340357962]",High,Low,High (Mobile/Wi-Fi),High,Kinesthetic Learner,50
7112,179,2025-01-16,"[0.6482189750790116, 0.4662636950433702, 0.5228210481974862]",Low,Moderate,High (Mobile/Wi-Fi),Moderate,Visual Learner,51
7113,134,2025-01-19,"[0.814385895555403, 0.9772594859445125, 0.9594368742581718]",High,High,Low (Mobile),High,Kinesthetic Learner,83
7114,198,2025-01-26,"[0.23787514310786984, 0.23770135995236685, 0.5091527303932776]",Moderate,Low,Moderate (Wi-Fi),Low,Visual Learner,71
7115,188,2025-01-10,"[0.9299988655320267, 0.9395002263632052, 0.1025615732914621]",Low,High,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,99
7116,179,2025-01-25,"[0.5512974351951954, 0.4082551032747066, 0.8262478679173804]",Low,High,Low (Mobile),Moderate,Kinesthetic Learner,64
7117,145,2025-01-23,"[0.7583298186824404, 0.8394818951205184, 0.28303923054003777]",Low,High,Low (Mobile),Moderate,Kinesthetic Learner,81
7118,139,2025-01-24,"[0.8361329031506446, 0.7199006202335043, 0.5392209243190025]",High,Moderate,Moderate (Wi-Fi),High,Auditory Learner,75
7119,157,2025-01-10,"[0.10304993780149119, 0.7733506083417696, 0.30772548766001884]",High,Low,Moderate (Wi-Fi),Moderate,Auditory Learner,98
7120,111,2025-01-20,"[0.4376239165604954, 0.24325772394777423, 0.2398133509673711]",Moderate,High,Low (Mobile),Low,Kinesthetic Learner,66
7121,172,2025-01-26,"[0.5088566465076488, 0.5197943255860314, 0.3390088962766322]",Low,Moderate,High (Mobile/Wi-Fi),Moderate,Visual Learner,58
7122,157,2025-01-28,"[0.8283001002083112, 0.8031079256823318, 0.2831706757198348]",Moderate,Moderate,High (Mobile/Wi-Fi),High,Visual Learner,88
7123,172,2025-01-01,"[0.1972598692800811, 0.6980159450239419, 0.2768179510634683]",Low,Moderate,Low (Mobile),Moderate,Auditory Learner,77
7124,178,2025-01-25,"[0.7557297195159305, 0.6210483849101733, 0.32516240875047453]",Moderate,Low,Low (Mobile),High,Auditory Learner,65
7125,133,2025-01-13,"[0.22250389548409033, 0.376088293688407, 0.11337693531692972]",High,Low,High (Mobile/Wi-Fi),Low,Visual Learner,73
7126,155,2025-01-19,"[0.6418236057267592, 0.21643046277789524, 0.8892484967663806]",Low,Moderate,Moderate (Wi-Fi),Low,Auditory Learner,80
7127,194,2025-01-02,"[0.9857561359493545, 0.02596694950612377, 0.7716897008003214]",Moderate,Moderate,Low (Mobile),Low,Visual Learner,71
7128,171,2025-01-30,"[0.4533555510501974, 0.7293719680189917, 0.5193459866769825]",Low,Moderate,Low (Mobile),Low,Visual Learner,65
7129,140,2025-01-25,"[0.7372729554895989, 0.9241413009847315, 0.5050989269268735]",Moderate,Moderate,High (Mobile/Wi-Fi),Moderate,Auditory Learner,67
7130,196,2025-01-18,"[0.45532906620710234, 0.07841124931159571, 0.7315731322528659]",High,Moderate,Moderate (Wi-Fi),Moderate,Auditory Learner,68
7131,183,2025-01-29,"[0.47489084120638414, 0.9356479107414977, 0.022947143018910432]",Low,Moderate,Moderate (Wi-Fi),Low,Visual Learner,57
7132,174,2025-01-21,"[0.31848356819404156, 0.7389926846234451, 0.9283037416032864]",Moderate,Moderate,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,78
7133,199,2025-01-30,"[0.7142462221570831, 0.30433501259025775, 0.1454580591986424]",Low,Moderate,High (Mobile/Wi-Fi),High,Kinesthetic Learner,84
7134,121,2025-01-01,"[0.9238775206567741, 0.9587639027521759, 0.06836376688834922]",Low,Low,Low (Mobile),Moderate,Kinesthetic Learner,65
7135,196,2025-01-14,"[0.246800000077387, 0.22021048406646104, 0.1519727677449938]",Moderate,Low,High (Mobile/Wi-Fi),High,Auditory Learner,94
7136,144,2025-01-18,"[0.8394759194586385, 0.359670803800775, 0.9001140311887335]",High,Low,High (Mobile/Wi-Fi),Moderate,Auditory Learner,78
7137,140,2025-01-02,"[0.4738982663497162, 0.09479304992503856, 0.4704742441309445]",Moderate,Moderate,Low (Mobile),Low,Auditory Learner,91
7138,101,2025-01-27,"[0.5777829971399586, 0.39332922555353034, 0.6922338099616818]",High,Low,Moderate (Wi-Fi),Moderate,Auditory Learner,83
7139,103,2025-01-09,"[0.23174802588243892, 0.957970207977042, 0.25170966962305574]",High,Low,Low (Mobile),High,Kinesthetic Learner,82
7140,180,2025-01-15,"[0.3592645262704671, 0.496408508247281, 0.23390069942536396]",Low,High,High (Mobile/Wi-Fi),Low,Auditory Learner,79
7141,159,2025-01-01,"[0.6809723664938527, 0.6294662178943294, 0.8930095668978181]",Moderate,High,High (Mobile/Wi-Fi),High,Visual Learner,95
7142,140,2025-01-25,"[0.47125331371274337, 0.3478217101818998, 0.5773518278421109]",Low,High,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,56
7143,117,2025-01-22,"[0.5430647766885468, 0.15810733596668847, 0.9564009421106849]",Moderate,Moderate,Moderate (Wi-Fi),Low,Auditory Learner,54
7144,131,2025-01-08,"[0.5429132920972365, 0.22363935221069187, 0.9695657052575559]",Moderate,Moderate,Low (Mobile),High,Kinesthetic Learner,85
7145,162,2025-01-15,"[0.6335209086149671, 0.5363437026231725, 0.4259289360463213]",Low,High,High (Mobile/Wi-Fi),Low,Visual Learner,66
7146,192,2025-01-27,"[0.9748123602642571, 0.582957536316111, 0.8276025587250414]",High,Moderate,Low (Mobile),High,Auditory Learner,59
7147,184,2025-01-28,"[0.7462214501788933, 0.3050297270223973, 0.20539653429414284]",Moderate,Moderate,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,51
7148,184,2025-01-05,"[0.39946000318449726, 0.20075053317151692, 0.2187279183975589]",Low,High,Low (Mobile),Low,Visual Learner,98
7149,150,2025-01-01,"[0.4490177423808983, 0.7665336557428322, 0.19288073245739346]",Moderate,Low,High (Mobile/Wi-Fi),High,Auditory Learner,58
7150,133,2025-01-14,"[0.18512203384300085, 0.9975641495744446, 0.8865163612274466]",Low,Low,Low (Mobile),High,Visual Learner,80
7151,139,2025-01-17,"[0.13220068144341668, 0.5813573460843338, 0.9907045503158285]",Low,Moderate,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,56
7152,175,2025-01-22,"[0.4760536296396344, 0.9727275890122258, 0.057377097165571045]",High,Low,High (Mobile/Wi-Fi),High,Kinesthetic Learner,57
7153,192,2025-01-26,"[0.19522242766802678, 0.5149445976816304, 0.7897467230623408]",Low,Low,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,94
7154,188,2025-01-02,"[0.620984563013744, 0.8712941051940173, 0.429368081471183]",High,High,Low (Mobile),Low,Auditory Learner,53
7155,199,2025-01-30,"[0.321362563805755, 0.4262226891341315, 0.7095129347323653]",Low,High,High (Mobile/Wi-Fi),Low,Auditory Learner,78
7156,171,2025-01-15,"[0.963750636810058, 0.7565001660366668, 0.47969292529730745]",Low,High,Moderate (Wi-Fi),Low,Visual Learner,79
7157,102,2025-01-03,"[0.25907047476254597, 0.19136480628220043, 0.604010049854577]",Moderate,Moderate,High (Mobile/Wi-Fi),High,Visual Learner,95
7158,151,2025-01-02,"[0.390797016280216, 0.31536030635510215, 0.8717953974662734]",High,High,Moderate (Wi-Fi),Low,Auditory Learner,86
7159,129,2025-01-19,"[0.3419865992967239, 0.5304698644192041, 0.6323935659490737]",Moderate,High,Low (Mobile),Moderate,Auditory Learner,73
7160,167,2025-01-26,"[0.6716502928724041, 0.4384187640534364, 0.2826131324570603]",Low,Low,High (Mobile/Wi-Fi),High,Auditory Learner,93
7161,182,2025-01-14,"[0.39364008976728027, 0.9232451230147922, 0.6207782578279455]",Moderate,Moderate,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,81
7162,112,2025-01-04,"[0.6459017261378847, 0.7591894848656461, 0.08562303119633718]",Low,Low,High (Mobile/Wi-Fi),Moderate,Auditory Learner,57
7163,113,2025-01-24,"[0.19818089573163955, 0.6674352874811796, 0.6722316946168523]",High,Low,Moderate (Wi-Fi),Moderate,Auditory Learner,71
7164,132,2025-01-03,"[0.3275537820294021, 0.8226876601637361, 0.7361166185941866]",Low,High,Moderate (Wi-Fi),High,Kinesthetic Learner,94
7165,132,2025-01-05,"[0.5960148921982473, 0.6606320924782113, 0.008130899164340066]",Low,Low,High (Mobile/Wi-Fi),High,Visual Learner,98
7166,169,2025-01-09,"[0.32198469694963083, 0.27356720926244893, 0.7215143254177826]",High,High,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,97
7167,157,2025-01-24,"[0.9020513265948573, 0.6827803725421184, 0.9111319353316153]",Low,High,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,72
7168,176,2025-01-02,"[0.9456936350553423, 0.4844421033531249, 0.9657722932926543]",Moderate,Moderate,High (Mobile/Wi-Fi),High,Kinesthetic Learner,63
7169,136,2025-01-28,"[0.18046003526787147, 0.2647183709426879, 0.526741218491678]",Moderate,Moderate,Low (Mobile),Moderate,Kinesthetic Learner,62
7170,118,2025-01-13,"[0.3043107677724145, 0.48876155747347794, 0.4502880001573819]",High,Low,Moderate (Wi-Fi),High,Visual Learner,77
7171,148,2025-01-22,"[0.06050020782156007, 0.13311405118798492, 0.11967511345700232]",Moderate,High,Moderate (Wi-Fi),Low,Kinesthetic Learner,98
7172,137,2025-01-02,"[0.44271142885003856, 0.9995121768705246, 0.7711472875482303]",Low,Low,Moderate (Wi-Fi),Moderate,Auditory Learner,96
7173,191,2025-01-20,"[0.9722904315490566, 0.7332130816335064, 0.1635834537765285]",High,Moderate,High (Mobile/Wi-Fi),Low,Auditory Learner,60
7174,199,2025-01-22,"[0.8397145364712032, 0.58069365031618, 0.8210222831420414]",High,High,Moderate (Wi-Fi),Low,Kinesthetic Learner,71
7175,151,2025-01-05,"[0.17387146381694718, 0.8604360419519176, 0.30651769933748285]",High,High,Low (Mobile),High,Visual Learner,87
7176,163,2025-01-12,"[0.41624735571256377, 0.684220007734689, 0.9406308112303593]",Moderate,High,Moderate (Wi-Fi),Low,Auditory Learner,83
7177,102,2025-01-11,"[0.16639349488792976, 0.9995163788080115, 0.8886211097663996]",Moderate,Low,Moderate (Wi-Fi),High,Visual Learner,58
7178,135,2025-01-26,"[0.7876104162512786, 0.30853690335379613, 0.8429136021069182]",High,Low,Moderate (Wi-Fi),Moderate,Visual Learner,79
7179,134,2025-01-27,"[0.5191011687687509, 0.8578626021776244, 0.041745121166593346]",Moderate,Moderate,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,71
7180,163,2025-01-08,"[0.42236100806498167, 0.6825745756333512, 0.9012099196272014]",Low,Low,Moderate (Wi-Fi),High,Auditory Learner,62
7181,127,2025-01-14,"[0.097673394050105, 0.9637061634383147, 0.2741822231810198]",Moderate,Low,Moderate (Wi-Fi),Low,Auditory Learner,92
7182,186,2025-01-12,"[0.7850568121619435, 0.8577594919720688, 0.034892068140249144]",Moderate,High,Moderate (Wi-Fi),High,Visual Learner,78
7183,178,2025-01-06,"[0.23572902646090366, 0.12640265299926123, 0.32872906230738574]",Low,Moderate,Moderate (Wi-Fi),Low,Kinesthetic Learner,73
7184,126,2025-01-02,"[0.5195290933651457, 0.6282547137247638, 0.3524120243616162]",Moderate,High,High (Mobile/Wi-Fi),High,Auditory Learner,93
7185,165,2025-01-23,"[0.3170229180310459, 0.8594583544235384, 0.43117533549981]",High,High,High (Mobile/Wi-Fi),Low,Visual Learner,62
7186,132,2025-01-03,"[0.6085106891076436, 0.6034329906675929, 0.5408606139024854]",Moderate,High,High (Mobile/Wi-Fi),Moderate,Auditory Learner,79
7187,158,2025-01-11,"[0.38002729855431805, 0.7527985634563813, 0.5337384887388772]",High,High,Moderate (Wi-Fi),High,Auditory Learner,81
7188,152,2025-01-13,"[0.07187608036109916, 0.5986619066628796, 0.9514300032208767]",High,Low,High (Mobile/Wi-Fi),Low,Visual Learner,97
7189,173,2025-01-18,"[0.4702505540272748, 0.41073370249468233, 0.18831284911163648]",High,Low,Moderate (Wi-Fi),Low,Auditory Learner,98
7190,155,2025-01-02,"[0.8925463230515149, 0.1250498918426043, 0.3502754841138941]",High,Low,Moderate (Wi-Fi),High,Visual Learner,58
7191,191,2025-01-09,"[0.9998448831735881, 0.7126723302785394, 0.5285453261238252]",High,High,Low (Mobile),High,Visual Learner,65
7192,117,2025-01-11,"[0.6705386346274314, 0.5644130597308303, 0.035731914001375764]",High,Moderate,Low (Mobile),High,Visual Learner,71
7193,131,2025-01-09,"[0.4707708048846003, 0.9461961336439653, 0.7744963728229893]",Moderate,Moderate,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,88
7194,166,2025-01-06,"[0.00995323464551412, 0.4010550780181391, 0.5770257056000195]",Moderate,Low,Low (Mobile),Moderate,Visual Learner,66
7195,150,2025-01-05,"[0.7101016998312044, 0.07007128099598614, 0.08618743481388258]",High,Moderate,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,63
7196,186,2025-01-16,"[0.7973354431436928, 0.2199235606474791, 0.3120466947839189]",High,Low,Moderate (Wi-Fi),Moderate,Visual Learner,61
7197,186,2025-01-15,"[0.47510714006787313, 0.45156950842689947, 0.8076420583411459]",Low,High,High (Mobile/Wi-Fi),High,Visual Learner,95
7198,126,2025-01-04,"[0.5709966844557367, 0.5983838441162097, 0.44759025008270237]",High,High,High (Mobile/Wi-Fi),Moderate,Visual Learner,61
7199,161,2025-01-02,"[0.324068862603332, 0.39590033632397204, 0.1442606917664082]",Low,High,Low (Mobile),Low,Kinesthetic Learner,84
7200,137,2025-01-23,"[0.4472257524059413, 0.14901379512436475, 0.5655418194643078]",Moderate,Moderate,Low (Mobile),Moderate,Auditory Learner,65
7201,190,2025-01-03,"[0.2415043843351592, 0.3372228061608886, 0.6549106483167257]",Moderate,Moderate,Moderate (Wi-Fi),Moderate,Auditory Learner,82
7202,197,2025-01-07,"[0.8289811219869986, 0.07309057692023702, 0.5394822367611166]",Low,Moderate,Moderate (Wi-Fi),High,Visual Learner,56
7203,194,2025-01-20,"[0.10992543089578766, 0.10758458786377723, 0.8616706467664855]",Moderate,Low,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,69
7204,103,2025-01-26,"[0.45166802115363713, 0.1678395742734733, 0.046862448066792295]",Low,Low,Low (Mobile),Moderate,Auditory Learner,63
7205,148,2025-01-05,"[0.3466377671520119, 0.617471216971644, 0.6915909459911265]",High,Low,High (Mobile/Wi-Fi),Low,Visual Learner,53
7206,107,2025-01-15,"[0.9598913282385305, 0.04207915642393101, 0.526805695061484]",Low,Moderate,High (Mobile/Wi-Fi),Low,Visual Learner,55
7207,193,2025-01-27,"[0.03156484299975948, 0.022962672288643238, 0.5601825079349504]",High,Moderate,Low (Mobile),Moderate,Kinesthetic Learner,96
7208,177,2025-01-27,"[0.9012953590541711, 0.06382603308085766, 0.5449793056566612]",Low,Low,Moderate (Wi-Fi),Low,Kinesthetic Learner,68
7209,158,2025-01-02,"[0.634932030275277, 0.9564190329619171, 0.5901878576651752]",High,Moderate,Low (Mobile),Low,Visual Learner,51
7210,155,2025-01-25,"[0.2562247928527345, 0.2673905687972393, 0.36951488169080426]",Low,High,Low (Mobile),Moderate,Kinesthetic Learner,86
7211,103,2025-01-26,"[0.06998314350136348, 0.47102175944521574, 0.9490847561905802]",Low,Low,Moderate (Wi-Fi),High,Kinesthetic Learner,81
7212,105,2025-01-25,"[0.6028956872756803, 0.48979219521451267, 0.884822896790173]",Moderate,Low,High (Mobile/Wi-Fi),High,Kinesthetic Learner,74
7213,132,2025-01-16,"[0.8823281579802751, 0.588564338536761, 0.7687830506637021]",Low,High,High (Mobile/Wi-Fi),Moderate,Visual Learner,52
7214,138,2025-01-23,"[0.999116151368077, 0.9931856933544917, 0.5274272685603187]",High,High,Low (Mobile),High,Auditory Learner,59
7215,131,2025-01-07,"[0.8594567527545389, 0.972627268311588, 0.6978094193692894]",Moderate,Moderate,Low (Mobile),Moderate,Auditory Learner,74
7216,173,2025-01-21,"[0.9242548677299627, 0.691014289256954, 0.8668736706516647]",Low,Low,Low (Mobile),Low,Kinesthetic Learner,60
7217,110,2025-01-06,"[0.574509256476435, 0.6232145359383333, 0.3240256481619952]",High,Moderate,Moderate (Wi-Fi),Low,Kinesthetic Learner,60
7218,164,2025-01-14,"[0.16384243588900238, 0.1367545226919551, 0.06047459353599327]",Low,Moderate,Low (Mobile),High,Kinesthetic Learner,79
7219,184,2025-01-21,"[0.6716660277716076, 0.18184587076416314, 0.4586025347119903]",Moderate,Low,Low (Mobile),High,Kinesthetic Learner,97
7220,179,2025-01-13,"[0.034853990685831726, 0.8401046670637426, 0.939379071731451]",Low,High,High (Mobile/Wi-Fi),High,Auditory Learner,84
7221,134,2025-01-14,"[0.4754943444369186, 0.27619014672565434, 0.5150014072995367]",Moderate,Low,Moderate (Wi-Fi),High,Visual Learner,76
7222,126,2025-01-27,"[0.7284472100648424, 0.48733916577260317, 0.007179959747614539]",High,High,High (Mobile/Wi-Fi),Low,Visual Learner,65
7223,164,2025-01-17,"[0.07746921561638065, 0.3343381233647361, 0.1536506823006768]",Moderate,Moderate,High (Mobile/Wi-Fi),High,Auditory Learner,68
7224,153,2025-01-16,"[0.08208821132544464, 0.36730887914195887, 0.7982166283314888]",High,High,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,81
7225,199,2025-01-18,"[0.18859320772081078, 0.436855310507839, 0.05682606248646849]",Moderate,Moderate,Low (Mobile),Moderate,Auditory Learner,60
7226,177,2025-01-13,"[0.8023721401054861, 0.7832391568939004, 0.9032806676189228]",Low,Low,High (Mobile/Wi-Fi),High,Kinesthetic Learner,97
7227,119,2025-01-04,"[0.36832315792256254, 0.10711919241133416, 0.6023865566269495]",Low,High,Moderate (Wi-Fi),Moderate,Visual Learner,89
7228,184,2025-01-06,"[0.4982364129151309, 0.7664865366476717, 0.7655887923662799]",Moderate,Moderate,High (Mobile/Wi-Fi),Low,Auditory Learner,92
7229,136,2025-01-17,"[0.9417781629868114, 0.955007036016081, 0.17548976349516787]",High,Moderate,High (Mobile/Wi-Fi),Low,Auditory Learner,92
7230,119,2025-01-25,"[0.20326545892487624, 0.7122583667191352, 0.9411766413506669]",Moderate,Moderate,Moderate (Wi-Fi),Low,Visual Learner,88
7231,115,2025-01-28,"[0.41342720057467774, 0.40967651089006485, 0.3348462553189704]",Low,Low,High (Mobile/Wi-Fi),Low,Visual Learner,94
7232,127,2025-01-14,"[0.992925498856028, 0.4327936247964538, 0.15207976594034156]",Low,Moderate,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,69
7233,165,2025-01-23,"[0.1896123324126967, 0.8663933831949433, 0.37912966154106753]",Low,Moderate,High (Mobile/Wi-Fi),High,Kinesthetic Learner,69
7234,152,2025-01-22,"[0.6785187755953314, 0.465429635753979, 0.954443100232926]",High,Moderate,Moderate (Wi-Fi),Moderate,Visual Learner,80
7235,136,2025-01-03,"[0.2130131789630897, 0.25964282289627927, 0.9360254923817006]",Moderate,High,Moderate (Wi-Fi),Low,Kinesthetic Learner,88
7236,154,2025-01-07,"[0.7194673225374352, 0.43401123047117574, 0.8167449688632211]",High,High,High (Mobile/Wi-Fi),Moderate,Auditory Learner,66
7237,123,2025-01-22,"[0.16465972470276158, 0.42165659568399316, 0.22863780375557963]",High,Moderate,Low (Mobile),High,Kinesthetic Learner,64
7238,195,2025-01-08,"[0.20408719376971296, 0.34971195981415926, 0.8195347008832525]",High,Moderate,Moderate (Wi-Fi),High,Visual Learner,81
7239,108,2025-01-26,"[0.4202266171921374, 0.6657962434297823, 0.055586212668941926]",Moderate,Moderate,Low (Mobile),Moderate,Auditory Learner,84
7240,111,2025-01-29,"[0.8865745840021092, 0.7300905433159288, 0.17883541297348815]",High,High,Low (Mobile),Moderate,Kinesthetic Learner,55
7241,149,2025-01-25,"[0.29364390467514456, 0.8949735441021728, 0.6661598628797478]",High,High,Low (Mobile),Moderate,Auditory Learner,68
7242,168,2025-01-26,"[0.6384022710243566, 0.2965805653196737, 0.4579719141669987]",Moderate,High,Low (Mobile),Moderate,Visual Learner,99
7243,116,2025-01-04,"[0.7442011076609266, 0.6260624037381018, 0.6209279547149503]",Low,Moderate,Moderate (Wi-Fi),High,Auditory Learner,94
7244,179,2025-01-04,"[0.836151649076403, 0.6489989020635467, 0.5473541074631904]",Low,High,High (Mobile/Wi-Fi),Low,Auditory Learner,78
7245,164,2025-01-20,"[0.024514630049379926, 0.9190559234102404, 0.654500716985527]",High,Moderate,High (Mobile/Wi-Fi),High,Visual Learner,92
7246,188,2025-01-24,"[0.6177878629244856, 0.13862860648854813, 0.7146668917608147]",High,High,High (Mobile/Wi-Fi),Moderate,Auditory Learner,86
7247,162,2025-01-27,"[0.33404407391061375, 0.6808805651996003, 0.06579237298777973]",Low,Moderate,Low (Mobile),Low,Kinesthetic Learner,63
7248,160,2025-01-22,"[0.7669256752918476, 0.292413360477387, 0.6620829023087474]",Moderate,Moderate,Low (Mobile),Moderate,Kinesthetic Learner,83
7249,112,2025-01-07,"[0.10987168372434941, 0.7486177302471441, 0.10959575895477347]",High,High,Moderate (Wi-Fi),Moderate,Visual Learner,67
7250,195,2025-01-20,"[0.6039151516374803, 0.8725639264380299, 0.9986427989894294]",Moderate,Low,Low (Mobile),High,Kinesthetic Learner,75
7251,186,2025-01-16,"[0.7433848094707488, 0.08279445717162848, 0.886679234359018]",Moderate,Low,Low (Mobile),Moderate,Auditory Learner,74
7252,191,2025-01-16,"[0.012972413861913279, 0.09070622902810699, 0.0718435868331545]",Low,Moderate,Low (Mobile),Low,Kinesthetic Learner,50
7253,186,2025-01-12,"[0.17348565797866788, 0.9370646399500274, 0.8703742779136654]",High,Moderate,Low (Mobile),Low,Visual Learner,73
7254,158,2025-01-10,"[0.8193880568795162, 0.8809940973894929, 0.787787900008586]",Moderate,High,Low (Mobile),Low,Auditory Learner,94
7255,163,2025-01-23,"[0.7785120252499242, 0.30908428800029586, 0.6887810889053193]",Moderate,Moderate,Moderate (Wi-Fi),Low,Auditory Learner,55
7256,100,2025-01-28,"[0.35478082524787635, 0.24887740369577727, 0.2838379297523609]",Moderate,Moderate,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,50
7257,178,2025-01-23,"[0.12184839243705226, 0.8791703175487652, 0.9802807569518533]",High,Low,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,55
7258,125,2025-01-20,"[0.27007207594427796, 0.2051746256557322, 0.008763977343722362]",Moderate,High,Low (Mobile),Moderate,Auditory Learner,58
7259,171,2025-01-26,"[0.2715783714025498, 0.8473217762683246, 0.7599966136608683]",Moderate,Low,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,84
7260,156,2025-01-27,"[0.7946821009715633, 0.7575547207813604, 0.1591576376037409]",Low,Low,Moderate (Wi-Fi),High,Auditory Learner,63
7261,124,2025-01-22,"[0.6759212621705877, 0.3013249967987315, 0.035600464118510367]",High,Moderate,Low (Mobile),High,Auditory Learner,51
7262,172,2025-01-14,"[0.9628125665814176, 0.4112000911817665, 0.9634093968243482]",High,Moderate,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,58
7263,137,2025-01-05,"[0.20607245555335052, 0.45263623746791937, 0.6122555375087737]",High,High,Low (Mobile),High,Auditory Learner,85
7264,126,2025-01-02,"[0.44491492735032856, 0.38354013327574343, 0.43148617467349637]",High,Low,Moderate (Wi-Fi),Low,Visual Learner,73
7265,141,2025-01-07,"[0.5309519611627616, 0.7456354745087355, 0.31222017417077674]",Low,High,Low (Mobile),High,Auditory Learner,61
